"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Counter-Strike: Global Offensive","765","4260","5","16","208","16.313725"
"2","FINAL FANTASY IV","435","1515","3","8","72","9.931034"
"3","Minecraft","420","2925","6","11","59","8.428571"
"4","Unlisted on Twitch","255","1065","4","7","54","12.705882"
"5","Art","45","165","3","6","17","22.666666"
