"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","FINAL FANTASY XIV ONLINE","1755","179670","101","161","5527","188.957264"
"2","Art","1200","298095","248","303","3607","180.35"
"3","Talk Shows & Podcasts","795","243165","276","913","4802","362.415094"
"4","Super Mario Maker 2","495","461310","1012","1512","5296","641.939393"
"5","Shrek","405","595605","1470","1542","3336","494.222222"
"6","Donkey Kong Country 2: Diddy's Kong Quest","360","579150","1640","1727","4794","799"
"7","Alien: Isolation","240","320475","1335","1426","2184","546"
"8","Supraland","240","46065","191","235","634","158.5"
"9","Crash Team Racing Nitro-Fueled","210","370080","1762","1808","2134","609.714285"
"10","The Surge 2","210","28350","126","152","727","207.714285"
"11","Marvelous: Mouhitotsu no Takarajima","210","290415","1382","1653","2105","601.428571"
"12","The Messenger","195","315300","1616","1741","2630","809.230769"
"13","Resident Evil 2","195","320370","1642","1702","2447","752.923076"
"14","Marvel Ultimate Alliance 3: The Black Order","165","136065","824","959","1854","674.181818"
"15","SAMURAI SHODOWN","150","104025","693","778","1321","528.4"
"16","Ace Combat 7: Skies Unknown","150","15345","102","114","372","148.8"
"17","Pokémon Black/White","150","23955","168","179","555","222"
"18","Crash Bash","150","282090","1880","1950","2857","1142.8"
"19","Rugrats: Search for Reptar","135","245610","1819","1937","1973","876.888888"
"20","Tales of Vesperia","135","21045","155","173","595","264.444444"
"21","Sekiro: Shadows Die Twice","135","185580","1374","1403","1491","662.666666"
"22","HITMAN 2","120","206055","1717","1772","2049","1024.5"
"23","Cadence of Hyrule: Crypt of the NecroDancer Featuring the Legend of Zelda","120","201690","1680","1783","2271","1135.5"
"24","Oninaki","105","31845","313","350","762","435.428571"
"25","Klonoa","105","154500","1471","1643","1005","574.285714"
"26","Super Smash Bros. Ultimate","90","174675","1940","1969","1470","980"
"27","Riverbond","60","99540","1659","1715","2422","2422"
"28","The Adventures of Cookie & Cream","45","65715","1460","1480","909","1212"
"29","DOOM II: Hell on Earth","30","49185","1639","1656","675","1350"
"30","Blazing Chrome","30","51180","1706","1736","1230","2460"
"31","Streets of Rage","30","51810","1727","1757","1383","2766"
"32","Doom 3","30","49920","1664","1688","1477","2954"
"33","Golden Axe","15","24660","1644","1644","618","2472"
"34","DOOM","15","24675","1645","1645","675","2700"
