"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","NieR: Automata","330","1050","3","6","34","6.181818"
"2","Splatoon 2","240","1890","8","16","75","18.75"
"3","Fire Emblem: Three Houses","195","1125","5","9","62","19.076923"
"4","Minecraft","90","345","3","7","12","8"
"5","God Eater Resurrection","90","375","4","7","12","8"
"6","Monster Hunter Generations Ultimate","45","240","5","6","5","6.666666"
"7","Super Smash Bros. Ultimate","45","180","4","5","25","33.333333"
