"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Guild Wars 2","615","2115","3","7","85","8.292682"
"2","NBA 2K19","150","195","0","3","7","2.8"
"3","PUBG: BATTLEGROUNDS","120","435","3","5","15","7.5"
"4","The Witcher 3: Wild Hunt","105","465","4","5","16","9.142857"
"5","F1 2018","75","105","1","3","5","4"
"6","Teamfight Tactics","75","195","2","3","3","2.4"
"7","Killsquad","60","60","1","2","9","9"
"8","Dota Underlords","60","60","1","1","1","1"
"9","The Cycle","60","75","1","2","12","12"
"10","FINAL FANTASY XIV ONLINE","45","180","4","5","2","2.666666"
"11","Grim Dawn","30","60","2","4","0","0"
"12","Just Chatting","30","75","2","4","0","0"
"13","Age of Empires III","30","90","3","3","0","0"
