"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dota 2","555","1680","2","7","77","8.324324"
"2","PUBG: BATTLEGROUNDS","180","660","3","9","44","14.666666"
