"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","2355","256530","106","191","9165","233.503184"
"2","Monster Hunter: World","750","103200","121","193","2435","194.8"
"3","Art","420","48960","116","135","933","133.285714"
"4","A Plague Tale: Innocence","240","23640","99","126","454","113.5"
"5","Layers of Fear 2","165","22935","139","243","605","220"
"6","Keep Talking and Nobody Explodes","165","19485","114","138","246","89.454545"
"7","Clue/Cluedo: The Classic Mystery Game","150","27345","182","200","261","104.4"
"8","Pummel Party","150","15780","105","128","227","90.8"
"9","Choice Chamber","150","25410","169","198","474","189.6"
"10","Jackbox Party Packs","45","5115","113","123","96","128"
