"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Sinking City","1455","46230","32","55","1507","62.144329"
"2","Wolfenstein: The New Order","780","27060","35","49","742","57.076923"
"3","Uncharted 2: Among Thieves","705","26400","37","50","775","65.957446"
"4","Wolfenstein II: The New Colossus","705","25815","36","58","699","59.489361"
"5","Uncharted 3: Drake's Deception","585","21975","37","47","736","75.487179"
"6","The Eyes of Ara","555","17370","31","43","510","55.135135"
"7","Wolfenstein: Youngblood","555","20895","32","55","642","69.405405"
"8","StarCraft","540","10050","17","33","517","57.444444"
"9","Uncharted: Drake's Fortune","495","20520","40","54","460","55.757575"
"10","Uncharted 4: A Thief's End","480","17220","35","52","656","82"
"11","Talk Shows & Podcasts","465","18495","38","56","538","69.419354"
"12","Shadow Warrior","450","10590","23","35","454","60.533333"
"13","Wolfenstein: The Old Blood","375","12435","32","40","273","43.68"
"14","Overwatch","195","3420","17","21","209","64.307692"
"15","House Flipper","165","3855","23","29","67","24.363636"
"16","Resident Evil 7: Biohazard","165","6150","37","47","187","68"
"17","Shadow Warrior 2","150","2700","19","26","147","58.8"
"18","World of Warcraft","150","4995","33","36","266","106.4"
"19","Teamfight Tactics","150","2745","19","30","151","60.4"
"20","ISLANDERS","120","4230","35","42","203","101.5"
"21","Unlisted on Twitch","120","3030","25","40","192","96"
"22","I Expect You to Die","105","1530","14","17","110","62.857142"
