"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","2025","695700","336","1173","24982","740.207407"
"2","Grand Theft Auto V","585","742965","1158","3175","13303","1364.410256"
"3","League of Legends","270","31665","121","147","1657","368.222222"
"4","Just Chatting","270","133230","494","1664","5757","1279.333333"
"5","Bloodstained: Ritual of the Night","225","41025","182","222","1071","285.6"
"6","Bus Simulator 18","195","284040","1456","1544","5771","1775.692307"
"7","Arma 3","135","286650","2123","2392","4257","1892"
"8","Counter-Strike: Global Offensive","105","208170","1982","2102","5714","3265.142857"
"9","My Friend Pedro","105","34635","329","356","836","477.714285"
"10","Overwatch","15","3300","220","220","0","0"
