"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","1470","17235","11","21","921","37.591836"
"2","Overwatch","1350","19395","14","25","544","24.177777"
"3","Tom Clancy's Rainbow Six Siege","945","13170","13","19","291","18.47619"
"4","DARK SOULS III","420","5550","12","18","132","18.857142"
"5","PUBG: BATTLEGROUNDS","405","6900","16","23","153","22.666666"
"6","Assassin's Creed IV Black Flag","300","5370","16","22","67","13.4"
"7","League of Legends","150","1740","11","16","99","39.6"
"8","60 Seconds!","105","1305","12","14","24","13.714285"
"9","Unlisted on Twitch","30","555","18","19","7","14"
"10","Teamfight Tactics","30","375","12","13","2","4"
