"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dark Souls II","2580","27300","10","22","422","9.813953"
"2","Portal 2","630","9480","11","31","218","20.761904"
"3","Muse Dash","480","8445","17","26","202","25.25"
"4","Gal*Gun 2","210","2355","11","16","46","13.142857"
"5","Chunithm","195","2445","9","19","93","28.615384"
"6","BanG Dream! Girls Band Party!","180","2040","11","16","66","22"
"7","The Idolmaster: Cinderella Girls - Starlight Stage","165","1770","14","19","40","14.545454"
"8","Just Chatting","150","1980","9","20","42","16.8"
"9","Just Shapes & Beats","150","1080","7","12","28","11.2"
"10","Portal","120","1110","9","17","10","5"
"11","Anime Music Quiz","105","1245","11","16","32","18.285714"
"12","Arcaea","105","1395","13","20","49","28"
"13","Risk of Rain 2","90","1155","12","14","14","9.333333"
"14","Cytus II","45","645","14","17","11","14.666666"
"15","Ongeki","15","180","12","12","0","0"
