"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Retro","1425","102045","67","144","7735","325.68421"
"2","Dead Cells","645","64530","99","165","4614","429.209302"
"3","Celeste","330","35235","107","140","2318","421.454545"
"4","DARK SOULS III","300","24555","80","110","1953","390.6"
"5","Streets of Rogue","270","24120","89","131","2065","458.888888"
"6","Layers of Fear","255","20805","82","133","1456","342.588235"
"7","Splitgate","255","15225","59","93","1110","261.17647"
"8","Twitch Sings","255","23505","85","126","1986","467.294117"
"9","Marbles on Stream","195","14280","73","109","872","268.307692"
"10","This Is the Police","135","5520","40","91","438","194.666666"
"11","Talk Shows & Podcasts","45","2865","63","72","330","440"
"12","Enter the Gungeon","45","4065","90","95","386","514.666666"
"13","Golf With Your Friends","15","1005","67","67","152","608"
"14","Drawful 2","15","1770","118","118","269","1076"
