"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Castlevania: Symphony of the Night","1740","73275","41","267","2233","77"
"2","The Legend of Zelda","1095","51345","46","131","1242","68.054794"
"3","Super Mario Bros.","630","41175","70","190","916","87.238095"
"4","Metal Gear","510","19035","48","113","385","45.294117"
"5","Polybius","375","11325","30","43","209","33.44"
"6","Super Back to the Future II","210","6990","35","47","174","49.714285"
"7","Retro","195","6240","33","45","124","38.153846"
"8","Shaq-Fu","120","5730","47","67","181","90.5"
"9","Super Mario Bros.","30","1095","36","45","74","148"
"10","Wally Bear and the NO! Gang","15","585","39","39","0","0"
