"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Rust","6840","18390","1","11","385","3.377192"
"2","Grid 2","1635","3765","1","5","122","4.477064"
"3","War Thunder","405","855","1","5","19","2.814814"
"4","Elite: Dangerous","390","675","1","3","29","4.461538"
"5","Arma 3","360","735","2","4","28","4.666666"
"6","Deus Ex: Mankind Divided","270","360","1","3","8","1.777777"
"7","Layers of Fear","240","945","3","5","11","2.75"
"8","Observer","225","270","1","3","13","3.466666"
"9","Blame him","135","180","1","3","3","1.333333"
"10","Mother Simulator","30","75","2","3","10","20"
