"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Paladins","840","3795","4","14","147","10.5"
"2","ROBLOX","480","3480","6","17","142","17.75"
"3","Minecraft","465","4050","7","25","141","18.193548"
"4","Just Chatting","300","3630","6","27","92","18.4"
"5","Fortnite","240","930","3","8","33","8.25"
"6","Guitar Hero III: Legends of Rock","180","1200","7","21","30","10"
"7","Apex Legends","135","345","2","4","22","9.777777"
"8","Super Mario Maker 2","90","315","3","5","14","9.333333"
"9","Overwatch","90","615","6","10","15","10"
"10","FINAL FANTASY XIV ONLINE","45","240","5","6","28","37.333333"
"11","Call of Duty: Black Ops 4","45","180","3","6","2","2.666666"
