"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","RuneScape","3345","17925","4","23","1014","18.18834"
"2","Teamfight Tactics","645","1995","3","8","88","8.186046"
"3","Unlisted on Twitch","150","810","5","9","23","9.2"
"4","League of Legends","90","150","1","3","37","24.666666"
