"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Resident Evil: Revelations 2","570","12405","21","38","469","49.368421"
"2","The Last of Us","390","10620","27","35","359","55.230769"
"3","Life is Strange: Before the Storm","375","18510","44","85","285","45.6"
"4","Bayonetta","375","9870","25","36","393","62.88"
"5","DOOM","330","9825","29","42","404","73.454545"
"6","The Evil Within 2","315","11865","35","100","427","81.333333"
"7","World of Warcraft","270","5100","18","31","249","55.333333"
"8","Deathgarden: BLOODHARVEST","210","5745","27","34","223","63.714285"
"9","The Town of Light","165","3285","19","27","120","43.636363"
"10","Resident Evil 7: Biohazard","150","4590","30","39","145","58"
"11","Bendy and the Ink Machine","120","3375","28","36","75","37.5"
"12","Fallout 76","105","3645","34","46","169","96.571428"
"13","The Awesome Adventures of Captain Spirit","90","2790","31","35","124","82.666666"
"14","Resident Evil 2","90","3330","37","40","114","76"
"15","Just Chatting","75","2520","34","38","59","47.2"
"16","The Sims 4","75","1350","18","20","71","56.8"
"17","BioShock Infinite","60","870","14","19","18","18"
"18","Little Misfortune","45","1200","26","30","27","36"
"19","Resident Evil: Revelations","15","135","9","9","34","136"
"20","Outlast","15","345","23","23","19","76"
