"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","2475","2398605","938","2659","71742","1739.2"
"2","Overwatch","1080","1231095","1051","2070","30421","1690.055555"
"3","Stardew Valley","735","548295","711","1083","11193","913.714285"
"4","Teamfight Tactics","420","298635","704","983","6870","981.428571"
"5","Detention","210","157920","752","986","3673","1049.428571"
"6","She Sees Red","165","154020","933","1089","3900","1418.181818"
"7","Games + Demos","105","89715","854","994","3367","1924"
"8","Overcooked! 2","105","97545","929","1073","2007","1146.857142"
"9","That Dragon, Cancer","60","63090","1051","1070","2350","2350"
"10","Unlisted on Twitch","15","16095","1073","1073","774","3096"
