"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Elder Scrolls V: Skyrim","270","3225","11","19","68","15.111111"
"2","Death's Gambit","240","2415","10","13","130","32.5"
"3","Death Road to Canada","180","2100","9","18","159","53"
"4","Kingdoms of Amalur: Reckoning","120","1140","9","12","19","9.5"
"5","Dragon Warrior IV","120","975","8","12","18","9"
"6","Taiko no Tatsujin: Drum Session","105","510","4","8","11","6.285714"
"7","Fossil Hunters","90","390","4","6","3","2"
"8","The Sims 4","90","735","8","9","9","6"
"9","Yakuza 0","90","1200","13","15","12","8"
"10","UNO","75","1200","15","17","7","5.6"
"11","Farm Together","75","765","10","12","15","12"
"12","Dead Cells","75","675","9","10","11","8.8"
"13","Crypt of the NecroDancer","45","780","17","26","27","36"
"14","Portal Knights","45","585","13","13","2","2.666666"
"15","Jack N' Jill DX","30","90","3","4","0","0"
"16","Monopoly Plus","15","210","14","14","27","108"
