"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","3225","441495","127","218","21756","404.76279"
"2","Minecraft","2940","465870","148","338","21589","440.591836"
"3","Counter-Strike: Global Offensive","1980","245790","127","273","12436","376.848484"
"4","Fortnite","1380","202845","142","496","8757","380.73913"
"5","They Are Billions","1230","173940","116","336","5812","283.512195"
"6","Teamfight Tactics","825","105510","121","188","5392","392.145454"
"7","Rocket League","345","55050","159","207","1782","309.913043"
"8","Cities: Skylines","300","49785","164","186","1793","358.6"
"9","skribbl.io","210","30045","143","187","1994","569.714285"
"10","Use Your Words","165","24120","145","159","949","345.090909"
"11","Apex Legends","165","22725","139","174","1322","480.727272"
"12","Human: Fall Flat","90","12240","136","143","451","300.666666"
"13","League of Legends","90","14250","158","184","457","304.666666"
"14","60 Seconds!","75","13455","179","205","518","414.4"
"15","Jurassic World Evolution","75","10065","135","138","509","407.2"
"16","1000 days to escape","45","5175","115","124","348","464"
"17","Dead by Daylight","15","1725","115","115","215","860"
"18","UNO","15","1680","112","112","357","1428"
