"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Bloodstained: Ritual of the Night","1275","21615","19","31","394","18.541176"
"2","Bloodborne","915","15090","17","35","280","18.360655"
"3","Breath of Fire III","840","12375","15","29","193","13.785714"
"4","DOOM II: Hell on Earth","660","9180","14","25","202","18.363636"
"5","Timespinner","600","9705","15","24","134","13.4"
"6","Divinity: Original Sin II","450","7755","17","23","89","11.866666"
"7","Marvel Ultimate Alliance 3: The Black Order","375","5175","13","20","95","15.2"
"8","Fire Emblem: Three Houses","360","6030","17","22","69","11.5"
"9","Hollow Knight","120","2145","17","20","20","10"
"10","Just Chatting","105","1200","11","16","23","13.142857"
"11","DOOM 64","30","75","2","4","14","28"
"12","Twitch Sings","30","540","18","19","21","42"
