"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto V","2040","16860","7","15","415","12.205882"
"2","Just Chatting","1815","17700","8","19","828","27.3719"
"3","Garry's Mod","1065","13275","12","22","280","15.774647"
"4","Borderlands","990","7110","6","11","289","17.515151"
"5","Borderlands: The Pre-Sequel","885","6510","6","12","166","11.254237"
"6","Borderlands 2","720","4125","5","9","123","10.25"
"7","Tom Clancy's Rainbow Six Siege","600","6240","9","15","120","12"
"8","Satisfactory","480","4395","8","13","83","10.375"
"9","Worms W.M.D","465","4110","8","13","150","19.354838"
"10","Overwatch","375","3945","10","18","68","10.88"
"11","Counter-Strike: Global Offensive","360","3510","9","15","193","32.166666"
"12","Minecraft","345","4215","12","17","76","13.217391"
"13","Apex Legends","345","4335","12","16","73","12.695652"
"14","PAYDAY 2","285","3870","13","21","110","23.157894"
"15","Warframe","240","2115","8","14","49","12.25"
"16","Project Winter","240","3795","15","22","49","12.25"
"17","SCP: Secret Laboratory","240","2955","11","16","81","20.25"
"18","Jackbox Party Packs","225","2655","11","20","70","18.666666"
"19","Deep Rock Galactic","225","2805","12","19","77","20.533333"
"20","Fallout: New Vegas","135","1005","7","9","28","12.444444"
"21","Dungeons & Dragons","90","540","6","10","30","20"
"22","Transport Tycoon","45","345","7","9","37","49.333333"
"23","DEVOTION","15","135","9","9","5","20"
