"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","2265","8340","2","10","438","11.602649"
"2","Hollow Knight","750","1740","1","5","63","5.04"
"3","Moonlighter","630","1575","2","7","64","6.095238"
"4","Slay the Spire","495","1455","2","5","35","4.242424"
"5","Black Survival","420","2310","5","11","77","11"
"6","PUBG: BATTLEGROUNDS","345","1155","2","7","17","2.956521"
"7","Human: Fall Flat","270","1515","5","8","41","9.111111"
"8","SOMA","180","465","2","3","3","1"
"9","Dead by Daylight","90","345","3","6","9","6"
"10","Minecraft","90","390","4","7","13","8.666666"
"11","Puyo Puyo Tetris","45","225","5","5","4","5.333333"
"12","Viscera Cleanup Detail","15","75","5","5","3","12"
