"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","4395","6975","1","7","105","1.433447"
"2","Darkest Dungeon","2655","28110","8","41","712","16.090395"
"3","Monster Hunter: World","645","2655","3","8","91","8.465116"
"4","Kingdom Two Crowns","480","1395","2","6","21","2.625"
"5","League of Legends","225","675","3","5","14","3.733333"
"6","60 Parsecs!","225","1260","4","11","50","13.333333"
"7","Subnautica","150","420","2","3","16","6.4"
"8","Stardew Valley","135","315","2","3","16","7.111111"
"9","The Forest","120","300","2","4","9","4.5"
"10","60 Seconds!","90","405","3","7","7","4.666666"
"11","StarCraft II","90","390","4","6","7","4.666666"
"12","The Binding of Isaac: Repentance","45","105","2","3","5","6.666666"
"13","Just Chatting","45","75","1","2","7","9.333333"
"14","Romance of the Three Kingdoms XII","30","30","1","1","0","0"
