"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Astroneer","3120","37335","11","44","2245","43.173076"
"2","Marvel Ultimate Alliance 3: The Black Order","720","5460","6","12","73","6.083333"
"3","Getting Over It with Bennett Foddy","420","3765","8","15","184","26.285714"
"4","RiME","315","1500","4","8","20","3.809523"
"5","Chinese Parents","210","1230","5","8","23","6.571428"
"6","911 Operator","165","1200","7","11","39","14.181818"
"7","Crash Team Racing Nitro-Fueled","165","1245","7","10","30","10.90909"
"8","Just Chatting","150","450","3","9","35","14"
"9","BoxVR","60","330","5","8","9","9"
"10","Oxygen Not Included","60","315","5","9","7","7"
"11","Overwatch","60","225","3","5","17","17"
