"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","House Flipper","870","4620","5","12","289","19.931034"
"2","Star Wars Battlefront II","750","2715","3","8","202","16.16"
"3","God of War III","630","4005","6","16","196","18.666666"
"4","Yomawari: Midnight Shadows","495","3090","6","11","166","20.121212"
"5","Papers, Please","480","4530","9","17","289","36.125"
"6","TERA","450","3810","8","17","325","43.333333"
"7","Horizon Zero Dawn","405","2295","4","10","115","17.037037"
"8","Darkest Dungeon","270","2295","8","12","173","38.444444"
"9","The Sims 4","255","1350","4","10","110","25.882352"
"10","Mafia III","135","495","3","5","24","10.666666"
"11","Frostpunk","135","645","4","7","38","16.888888"
"12","Cooking Simulator","120","675","5","7","26","13"
"13","Wolfenstein: Youngblood","75","510","6","10","39","31.2"
"14","Unlisted on Twitch","60","75","1","2","11","11"
"15","Thief Simulator","45","30","0","1","6","8"
