"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Battle Chasers: Nightwar","2250","6045","3","9","106","2.826666"
"2","Cities: Skylines","1095","5175","4","10","135","7.39726"
"3","Overwatch","480","1605","2","7","30","3.75"
"4","NHL 19","255","480","1","5","6","1.411764"
"5","Science & Technology","225","720","3","6","14","3.733333"
"6","Just Chatting","210","405","1","7","25","7.142857"
"7","Kingdom Hearts III","180","585","2","6","15","5"
"8","Outer Wilds","135","510","3","8","19","8.444444"
"9","Gwent: The Witcher Card Game","120","405","3","4","3","1.5"
"10","Fallout 76","105","150","1","2","6","3.428571"
"11","3on3 Freestyle","90","495","5","7","3","2"
"12","The Flame in the Flood","30","105","3","6","4","8"
"13","Apex Legends","30","60","2","2","0","0"
"14","Inside","30","120","4","4","3","6"
"15","Food & Drink","15","0","0","0","2","8"
