"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","255","8610","33","59","1004","236.235294"
"2","Mount & Blade: Warband","90","3900","43","61","366","244"
"3","Game Dev Tycoon","75","3555","47","58","277","221.6"
"4","Beat Cop","75","2220","29","36","180","144"
"5","Life is Strange","60","1995","33","38","219","219"
"6","Blood & Gold: Caribbean!","45","1860","41","48","217","289.333333"
"7","The Awesome Adventures of Captain Spirit","45","1365","30","32","71","94.666666"
"8","Mount & Blade: Warband - Napoleonic Wars","30","870","29","31","49","98"
"9","The Sims 3","15","375","25","25","29","116"
"10","Poly Bridge","15","510","34","34","49","196"
