"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","ROBLOX","6615","220605","31","104","8778","79.619047"
"2","Tom Clancy's Rainbow Six Siege","630","10995","16","39","848","80.761904"
"3","Dauntless","150","2250","9","25","77","30.8"
"4","DayZ","135","1905","15","20","233","103.555555"
"5","Counter-Strike: Global Offensive","75","675","10","13","37","29.6"
"6","Fortnite","60","465","7","10","32","32"
"7","World of Warcraft","15","150","10","10","14","56"
