"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","1200","9540","7","21","381","19.05"
"2","Monster Hunter: World","1125","7485","5","14","219","11.68"
"3","Divinity: Original Sin II","540","4410","8","16","251","27.888888"
"4","League of Legends","360","3615","8","18","154","25.666666"
"5","Assassin's Creed Origins","330","2655","10","22","167","30.363636"
"6","Spider-Man","240","630","2","6","56","14"
"7","Unlisted on Twitch","165","2025","11","15","66","24"
"8","Twitch Sings","60","555","9","12","22","22"
"9","Spider-Man","45","120","2","4","21","28"
"10","Amnesia: The Dark Descent","30","135","4","5","2","4"
