"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","2595","7515","2","6","112","2.589595"
"2","Teamfight Tactics","1485","3495","2","5","46","1.858585"
"3","FIFA 19","1215","4530","3","9","82","4.049382"
"4","Raft","600","1395","2","6","40","4"
"5","Just Chatting","375","1185","2","5","64","10.24"
"6","ARK: Survival Evolved","90","330","4","9","9","6"
"7","Portal 2","75","180","2","3","13","10.4"
"8","Monopoly Plus","60","120","2","2","1","1"
"9","Counter-Strike: Global Offensive","15","45","3","3","2","8"
"10","Fortnite","15","30","2","2","0","0"
