"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Counter-Strike: Global Offensive","240","55380","226","294","1353","338.25"
"2","UNO","195","52140","271","370","1163","357.846153"
"3","Contagion","150","40710","271","337","876","350.4"
"4","Human: Fall Flat","150","40185","267","318","848","339.2"
"5","Rising Storm 2: Vietnam","150","42300","284","371","934","373.6"
"6","House Flipper","135","28725","207","294","1143","508"
"7","Mortal Kombat 11","105","23595","224","289","905","517.142857"
"8","Tabletop Simulator","105","39285","374","400","656","374.857142"
"9","Golf It!","90","20670","229","257","404","269.333333"
"10","Business Tour","90","27180","302","354","522","348"
"11","Thief Simulator","45","12780","284","296","162","216"
"12","Talk Shows & Podcasts","30","7020","234","245","207","414"
