"","Stream start time","Stream URL","Stream length (mins)","Watch time (mins)","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Saturday 27th July 2019 17:15","https://sullygnome.com/channel/wanderingdm/stream/35063739792","0","0","2","2","0","0","0","0","Dungeons &amp; Dragons"
"2","Friday 26th July 2019 23:57","https://sullygnome.com/channel/wanderingdm/stream/35055982608","168","1008","6","9","1","0","27","9","Dungeons &amp; Dragons"
"3","Tuesday 23rd July 2019 23:51","https://sullygnome.com/channel/wanderingdm/stream/35019736560","159","795","5","8","0","0","16","5","Dungeons &amp; Dragons"
"4","Saturday 20th July 2019 17:06","https://sullygnome.com/channel/wanderingdm/stream/34977896624","159","795","5","8","1","0","14","5","Dungeons &amp; Dragons"
"5","Friday 19th July 2019 23:58","https://sullygnome.com/channel/wanderingdm/stream/34969502720","167","1002","6","8","0","0","13","4","Dungeons &amp; Dragons"
"6","Thursday 18th July 2019 00:00","https://sullygnome.com/channel/wanderingdm/stream/34944632512","165","1485","9","12","1","0","37","12","Dungeons &amp; Dragons"
"7","Wednesday 17th July 2019 00:01","https://sullygnome.com/channel/wanderingdm/stream/34932016288","134","1072","8","11","0","0","22","8","Dungeons &amp; Dragons"
"8","Friday 12th July 2019 00:01","https://sullygnome.com/channel/wanderingdm/stream/34869826880","239","1195","5","9","0","0","30","7","Dungeons &amp; Dragons"
