"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","2865","14700","4","10","352","7.371727"
"2","Fallout 76","750","3180","4","8","100","8"
"3","Detroit: Become Human","540","2550","4","8","72","8"
"4","Grand Theft Auto V","360","1485","3","9","32","5.333333"
"5","Red Dead Redemption 2","300","825","2","6","32","6.4"
"6","Tom Clancy's The Division 2","285","1545","4","9","34","7.157894"
"7","Sleeping Dogs","150","660","4","8","28","11.2"
"8","Battlefield Hardline","150","465","3","6","12","4.8"
"9","Darksiders II","120","600","5","6","12","6"
"10","Star Wars Battlefront II","90","300","3","5","3","2"
"11","Mafia III","75","390","5","7","13","10.4"
"12","Tom Clancy's The Division","60","345","5","7","10","10"
"13","Games + Demos","60","225","3","4","4","4"
"14","Apex Legends","45","195","4","5","4","5.333333"
"15","Overwatch","30","135","4","6","3","6"
"16","Horizon Chase","15","15","1","1","0","0"
"17","Battlefield V","15","75","5","5","0","0"
