"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","FINAL FANTASY XIV ONLINE","840","2295","2","6","79","5.642857"
"2","Dead or Alive 6","420","2175","3","11","79","11.285714"
"3","Dragon Quest Builders 2","390","1335","3","8","43","6.615384"
"4","Muse Dash","225","480","2","4","21","5.6"
"5","Wolfenstein: Youngblood","180","510","2","4","7","2.333333"
"6","Shiin","180","585","3","4","18","6"
"7","KurtzPel","165","495","2","4","23","8.363636"
"8","Dragon Quest IX: Sentinels of the Starry Skies","90","345","3","5","9","6"
"9","Escape from Tarkov","90","360","4","6","11","7.333333"
"10","Monster Hunter: World","90","45","0","2","5","3.333333"
"11","Super Neptunia RPG","60","150","2","5","0","0"
"12","Cytus Alpha","45","150","3","4","20","26.666666"
"13","BlazBlue: Central Fiction","15","45","3","3","10","40"
"14","Musynx","15","30","2","2","0","0"
