"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dark Souls","1350","26685","18","36","1082","48.088888"
"2","Fran Bow","360","5025","13","22","189","31.5"
"3","Beyond: Two Souls","120","1710","14","18","89","44.5"
"4","DARK SOULS III","60","1200","20","25","50","50"
"5","Overwatch","60","840","14","21","23","23"
"6","Just Chatting","45","255","5","12","63","84"
"7","Unlisted on Twitch","15","345","23","23","34","136"
