"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","4140","30765","7","32","883","12.797101"
"2","PUBG: BATTLEGROUNDS","3105","29085","9","27","677","13.082125"
"3","Dungeon Fighter Online","2235","22005","9","48","627","16.832214"
"4","ARK: Survival Evolved","2040","30330","11","61","1609","47.323529"
"5","Just Chatting","1065","8955","9","32","690","38.873239"
"6","League of Legends","360","3585","9","15","88","14.666666"
"7","StarCraft","240","2430","9","13","79","19.75"
"8","Portal 2","165","1245","6","11","21","7.636363"
"9","Skyhill","75","465","6","12","84","67.2"
"10","Poly Bridge","60","495","8","9","19","19"
"11","Survival Frenzy","30","315","10","11","19","38"
"12","A Dance of Fire and Ice","15","90","6","6","5","20"
"13","Tricky Towers","15","105","7","7","8","32"
"14","Unlisted on Twitch","15","120","8","8","3","12"
