"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Cosmic Star Heroine","1155","4380","3","9","153","7.948051"
"2","Fire Emblem: Three Houses","600","2970","4","9","62","6.2"
"3","Evoland 2","270","870","2","5","33","7.333333"
"4","Danganronpa: Trigger Happy Havoc","240","840","2","5","35","8.75"
"5","Evoland Legendary Edition","225","885","2","6","26","6.933333"
"6","The Last Remnant","135","810","6","9","20","8.888888"
"7","FINAL FANTASY XIV ONLINE","120","105","0","1","27","13.5"
"8","Oninaki","120","720","6","7","27","13.5"
"9","Borderlands: The Pre-Sequel","90","420","5","6","13","8.666666"
"10","Catherine: Full Body","75","225","3","4","7","5.6"
"11","Valkyria Chronicles","75","75","1","2","11","8.8"
"12","Cris Tales","75","225","3","6","12","9.6"
"13","Final Fantasy XIV: Heavensward","75","165","2","4","11","8.8"
