"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Rainbow Six Siege","4815","87450","17","138","2449","30.517133"
"2","Just Chatting","1335","29340","19","51","751","33.752808"
"3","Grand Theft Auto V","780","20820","25","370","545","41.923076"
"4","Resident Evil","510","9000","15","29","183","21.529411"
"5","Dragon Ball Z: Dokkan Battle","360","5250","14","25","165","27.5"
"6","DayZ","180","3645","20","25","88","29.333333"
"7","Satisfactory","105","1305","12","18","32","18.285714"
"8","Two Point Hospital","90","1035","11","16","58","38.666666"
"9","Food & Drink","45","555","12","19","17","22.666666"
"10","Marbles on Stream","30","615","20","21","0","0"
"11","Unlisted on Twitch","15","75","5","5","12","48"
