"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Talk Shows & Podcasts","4485","755745","149","457","14290","191.170568"
"2","Dragon Age: Origins","1470","222195","139","207","3747","152.938775"
"3","Tropico 6","705","117345","166","187","1815","154.468085"
"4","The Forest","645","127890","216","354","1820","169.302325"
"5","Iratus: Lord of the Dead","510","101190","204","283","1837","216.117647"
"6","The Sinking City","495","85950","173","194","1377","166.90909"
"7","Planescape: Torment: Enhanced Edition","285","51270","180","244","975","205.263157"
"8","theHunter: Call of the Wild","225","33390","148","163","687","183.2"
"9","Left 4 Dead 2","210","30945","144","166","548","156.571428"
"10","The Isle","195","42360","217","234","836","257.230769"
"11","Judgment","180","25260","140","149","317","105.666666"
"12","Gloomhaven","150","24135","160","176","432","172.8"
"13","Monster Hunter: World","135","16965","125","151","577","256.444444"
"14","Warhammer: Vermintide 2","120","20670","172","177","447","223.5"
"15","Hunt: Showdown","90","14670","163","175","282","188"
"16","Journey","90","16365","181","190","257","171.333333"
"17","Dead by Daylight","60","8205","136","145","72","72"
"18","Just Chatting","60","11595","193","202","243","243"
"19","Tom Clancy's The Division 2","60","9450","157","166","134","134"
"20","Deep Rock Galactic","30","5670","189","195","166","332"
"21","Broforce","30","4305","143","145","269","538"
"22","The Long Dark","15","1275","85","85","86","344"
"23","The Bureau: XCOM Declassified","15","2340","156","156","72","288"
"24","Call of Duty: World at War","15","2370","158","158","62","248"
"25","Risk of Rain 2","15","2220","148","148","129","516"
