"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Marvel Ultimate Alliance 3: The Black Order","1395","7110","4","9","66","2.838709"
"2","SAMURAI SHODOWN","330","4155","9","27","95","17.272727"
"3","Dragon Ball FighterZ","165","3315","20","31","58","21.090909"
"4","Street Fighter III: 3rd Strike","120","2010","15","23","58","29"
"5","Sailor Moon S","120","1575","8","23","38","19"
"6","Melty Blood Actress Again Current Code","120","2235","18","25","46","23"
"7","Mario Tennis Aces","105","540","5","8","10","5.714285"
"8","Wu-Tang: Shaolin Style","90","510","5","8","5","3.333333"
"9","Jackbox Party Packs","90","1470","16","18","39","26"
"10","Bloodstained: Ritual of the Night","60","90","1","2","4","4"
"11","Sonic R","60","255","4","7","3","3"
"12","Marvel: Ultimate Alliance","60","135","2","3","1","1"
"13","Castle of Illusion Starring Mickey Mouse","45","165","3","6","3","4"
"14","Risk of Rain 2","45","60","1","2","1","1.333333"
"15","Beyblade","45","330","8","11","17","22.666666"
"16","The Jackbox Party Pack 5","45","720","16","17","23","30.666666"
"17","Bishoujo Senshi Sailor Moon SuperS: Shin Shuyaku Soudatsusen","45","510","11","13","12","16"
"18","Super Bomberman 2","45","285","6","7","4","5.333333"
"19","Drawful 2","45","705","15","17","4","5.333333"
"20","Omen of Sorrow","45","105","2","4","3","4"
"21","WWE All Stars","45","180","4","7","3","4"
"22","Space Invaders","30","105","3","4","3","6"
"23","Shin Kidou Senshi Gundam W: Endless Duel","30","285","9","10","15","30"
"24","Dragon Ball: Raging Blast 2","30","150","5","5","1","2"
"25","SoulCalibur IV","30","150","5","6","2","4"
"26","The King of Fighters '98","30","345","11","12","14","28"
"27","Senran Kagura Burst Re:Newal","15","45","3","3","3","12"
"28","Street Fighter EX2 Plus","15","195","13","13","15","60"
"29","Breakers Revenge","15","165","11","11","14","56"
"30","Def Jam: Icon","15","90","6","6","3","12"
"31","Dragon Ball Z: Ultimate Tenkaichi","15","90","6","6","3","12"
"32","BeyBlade VForce: Super Tournament Battle","15","150","10","10","5","20"
