"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","1710","3905505","2037","5563","334725","11744.736842"
"2","Star Citizen","480","1228200","2552","3084","50525","6315.625"
"3","Human: Fall Flat","465","1218885","2634","3555","114244","14741.16129"
"4","Observer","405","882585","2179","2760","48590","7198.518518"
"5","Wolfenstein: Youngblood","375","870090","2320","2552","50942","8150.72"
"6","Apex Legends","300","567615","1970","2688","42042","8408.4"
"7","DayZ","285","565500","1984","2236","29393","6188"
"8","Hunt: Showdown","225","493920","2195","2553","27503","7334.133333"
"9","Fortnite","225","409710","1818","2244","15839","4223.733333"
"10","The Sims 4","165","555045","3363","3706","20923","7608.363636"
"11","The Blackout Club","135","249765","1850","2257","12440","5528.888888"
"12","Tom Clancy's Rainbow Six Siege","120","170610","1421","1534","8409","4204.5"
"13","Redeemer","105","194325","1850","2017","11665","6665.714285"
"14","Need for Speed: Hot Pursuit","90","229245","2547","2701","7773","5182"
"15","Need for Speed: Underground","90","308280","3425","3595","15198","10132"
"16","Cooking Simulator","90","201450","2238","2431","16107","10738"
"17","Stranger Things 3: The Game","90","314385","3493","3639","121726","81150.666666"
"18","Visage","75","143415","1912","2013","4412","3529.6"
"19","Need for Speed: Hot Pursuit 2","60","164805","2746","2900","12083","12083"
"20","Games + Demos","60","144735","2412","2527","6513","6513"
"21","Leisure Suit Larry: Wet Dreams Don't Dry","45","49080","1090","1615","8205","10940"
"22","Need for Speed: Most Wanted","45","152655","3392","3697","13480","17973.333333"
"23","Unlisted on Twitch","15","53670","3578","3578","7697","30788"
"24","Sea of Thieves","15","34545","2303","2303","6513","26052"
