"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","5685","26250","4","21","630","6.649076"
"2","World of Warcraft","1830","6195","2","10","177","5.803278"
"3","Teamfight Tactics","1020","3240","2","8","62","3.647058"
"4","Borderlands 2","885","5535","6","11","87","5.898305"
"5","Garry's Mod","750","6600","8","14","47","3.76"
"6","Counter-Strike: Global Offensive","225","1170","4","9","19","5.066666"
"7","Minion Masters","165","2355","14","24","42","15.272727"
"8","Auto Chess","150","1065","6","9","20","8"
"9","Just Chatting","105","570","5","6","10","5.714285"
"10","PUBG: BATTLEGROUNDS","45","105","2","3","3","4"
