"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Diablo II: Lord of Destruction","2880","41175","13","29","2765","57.604166"
"2","Empyrion - Galactic Survival","2250","46230","17","44","2328","62.08"
"3","VRChat","645","20940","29","95","1153","107.255813"
"4","Star Wars: The Old Republic","525","8715","13","38","299","34.171428"
"5","Game Dev Tycoon","510","9960","18","28","265","31.17647"
"6","Beat Saber","480","7560","15","30","874","109.25"
"7","Spelunky","420","5970","14","28","366","52.285714"
"8","Everspace","375","4605","11","20","158","25.28"
"9","The Elder Scrolls IV: Oblivion","360","6855","18","26","402","67"
"10","Sins of a Solar Empire: Rebellion","330","4755","13","24","228","41.454545"
"11","League of Legends","300","4260","12","23","183","36.6"
"12","Call of Duty: Black Ops III","225","4665","25","44","191","50.933333"
"13","Call of Duty: Black Ops 4","225","2415","10","18","80","21.333333"
"14","Teamfight Tactics","195","3270","15","27","91","28"
"15","Minecraft","150","2085","13","17","72","28.8"
"16","Just Chatting","135","2040","15","26","164","72.888888"
"17","Minion Masters","120","1335","11","13","124","62"
"18","Senran Kagura: Peach Beach Splash","90","1350","15","19","59","39.333333"
"19","Warhammer 40,000: Dawn of War II","75","780","10","12","75","60"
"20","Warhammer 40,000: Dawn of War II - Retribution","75","1380","18","26","32","25.6"
"21","Granny Simulator","45","645","14","16","36","48"
"22","Star Shelter","30","285","9","12","22","44"
"23","Microsoft Minesweeper","15","285","19","19","13","52"
