"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Marbles on Stream","2025","50490","23","47","1011","29.955555"
"2","Farm Together","900","16335","16","29","294","19.6"
"3","Just Chatting","795","12720","14","29","456","34.415094"
"4","Stranded Deep","570","10425","17","27","240","25.263157"
"5","Desert Skies","390","6225","15","26","113","17.384615"
"6","Who's Your Daddy","165","2115","17","23","42","15.272727"
"7","House Flipper","120","2160","19","25","46","23"
"8","Mother Simulator","105","1275","16","23","17","9.714285"
"9","Words On Stream","105","1875","17","23","134","76.571428"
"10","The Isle","90","1500","16","21","44","29.333333"
"11","Layers of Fear 2","60","1155","19","25","8","8"
"12","Choice Chamber","60","795","13","16","12","12"
"13","Twitch Sings","15","270","18","18","4","16"
