"","Stream start time","Stream URL","Stream length (mins)","Watch time (mins)","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Wednesday 31st July 2019 16:12","https://sullygnome.com/channel/fullm00n77/stream/35112437568","198","990","5","9","1","0","25","7","Makers &amp; Crafting"
"2","Tuesday 30th July 2019 16:51","https://sullygnome.com/channel/fullm00n77/stream/35099063904","99","495","5","8","0","0","18","6","Makers &amp; Crafting"
"3","Thursday 11th July 2019 16:19","https://sullygnome.com/channel/fullm00n77/stream/34864663152","191","1146","6","8","0","0","32","9","Makers &amp; Crafting"
"4","Thursday 4th July 2019 16:30","https://sullygnome.com/channel/fullm00n77/stream/34778311232","105","315","3","5","0","0","8","4","Makers &amp; Crafting"
"5","Wednesday 3rd July 2019 16:02","https://sullygnome.com/channel/fullm00n77/stream/34765672768","193","1158","6","9","0","0","27","8","Makers &amp; Crafting"
