"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Rainbow Six Siege","570","1005","1","4","26","2.736842"
"2","Black Desert","375","1065","2","6","27","4.32"
"3","Pathfinder: Kingmaker","270","810","2","5","30","6.666666"
"4","The Golf Club 2019 featuring PGA Tour","240","345","1","4","8","2"
"5","Rocksmith 2014","150","660","3","5","13","5.2"
"6","Dead by Daylight","105","135","1","2","6","3.428571"
"7","Surviving Mars","75","120","1","3","3","2.4"
"8","Realm Royale Reforged","75","195","2","5","7","5.6"
"9","Fallout 76","75","255","3","5","6","4.8"
"10","Super Mega Baseball 2","60","240","4","4","4","4"
"11","Tower Unite","60","120","2","2","1","1"
"12","Divinity: Original Sin II","60","75","1","3","4","4"
"13","The Elder Scrolls Online","45","60","1","2","2","2.666666"
"14","UNO","30","75","2","3","2","4"
"15","Simple 1500 Series Vol. 26: The Tennis","30","120","4","4","1","2"
"16","Killsquad","30","15","0","1","0","0"
"17","Just Chatting","15","60","4","4","8","32"
"18","The Golf Club VR","15","60","4","4","1","4"
