"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Age of Empires II","180","570","3","5","44","14.666666"
"2","Farming Simulator 19","150","750","5","8","59","23.6"
"3","Rocket League","135","180","1","2","35","15.555555"
"4","Euro Truck Simulator 2","90","345","3","8","33","22"
"5","Counter-Strike","75","150","1","3","19","15.2"
"6","Rust","60","180","3","4","8","8"
"7","Dead by Daylight","45","75","1","3","13","17.333333"
"8","PUBG: BATTLEGROUNDS","15","30","2","2","4","16"
