"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Games + Demos","225","2745","16","28","163","43.466666"
"2","Monster Hunter: World","180","720","4","6","58","19.333333"
"3","Just Chatting","150","2220","14","22","271","108.4"
"4","Minecraft","120","900","7","14","25","12.5"
