"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","4650","85815","17","71","3330","42.967741"
"2","Teamfight Tactics","615","9210","15","26","388","37.853658"
"3","Last Day of June","180","2355","13","19","79","26.333333"
"4","Unlisted on Twitch","90","975","10","18","58","38.666666"
"5","Overcooked!","75","1005","13","17","53","42.4"
"6","Just Chatting","75","1365","17","23","56","44.8"
"7","ROBLOX","60","1245","20","25","33","33"
"8","DOOM","30","345","11","13","26","52"
"9","Counter-Strike: Global Offensive","15","240","16","16","18","72"
"10","Rocksmith 2014","15","105","7","7","19","76"
"11","Batman: Arkham Knight","15","165","11","11","26","104"
"12","Assassin's Creed Odyssey","15","285","19","19","0","0"
