"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minion Masters","1335","25065","10","60","429","19.280898"
"2","Minecraft","195","495","2","5","11","3.384615"
"3","Raft","195","930","4","6","22","6.76923"
"4","BATTLETECH","135","225","1","2","5","2.222222"
"5","Pillars of Eternity II: Deadfire","120","1275","10","14","42","21"
"6","Project Genesis","120","195","1","4","11","5.5"
"7","Killsquad","105","90","0","2","9","5.142857"
"8","Deep Rock Galactic","75","60","0","2","5","4"
"9","Shadowrun: Hong Kong","60","60","1","1","1","1"
"10","Helldivers","45","75","1","3","8","10.666666"
"11","Grand Theft Auto V","15","60","4","4","1","4"
