"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Rocket League","2880","82260","27","64","2595","54.0625"
"2","Deathgarden: BLOODHARVEST","645","16350","25","36","635","59.069767"
"3","The Sims 4","375","9195","24","36","267","42.72"
"4","Escape from Tarkov","360","9075","22","32","285","47.5"
"5","Dead by Daylight","105","2055","21","27","109","62.285714"
"6","Left 4 Dead 2","90","1545","17","23","83","55.333333"
"7","Overwatch","75","1230","16","21","103","82.4"
"8","Killing Floor 2","60","1455","24","27","48","48"
"9","Layers of Fear 2","45","1425","31","35","72","96"
"10","Just Chatting","30","600","20","24","71","142"
"11","Deceit","15","270","18","18","29","116"
