"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto: San Andreas","450","900","1","4","28","3.733333"
"2","Hearthstone","180","240","1","3","6","2"
"3","S.T.A.L.K.E.R.: Shadow of Chernobyl","30","60","2","3","0","0"
