"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Super Smash Bros. Ultimate","645","2490","3","7","25","2.325581"
"2","Pokkén Tournament","435","2835","5","10","38","5.241379"
"3","Super Mario Sunshine","360","1725","4","8","12","2"
"4","Super Mario Galaxy","345","1440","3","10","8","1.391304"
"5","Super Mario 64","345","1440","3","6","15","2.608695"
"6","Sonic Generations","210","300","1","2","7","2"
"7","Sonic and the Black Knight","165","690","4","8","5","1.818181"
"8","Super Mario Maker 2","150","435","2","4","3","1.2"
"9","Splatoon 2","150","720","4","6","4","1.6"
"10","Dragon Ball FighterZ","150","255","1","3","6","2.4"
"11","Super Mario Party","120","465","3","5","9","4.5"
"12","Rocket League","105","225","2","4","1","0.571428"
"13","Pokémon Sun/Moon","105","630","6","9","4","2.285714"
"14","UNO","60","255","3","5","2","2"
"15","Just Chatting","45","150","3","4","4","5.333333"
