"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dark Souls","2205","14685","6","40","385","10.47619"
"2","Nioh","1275","7710","5","10","150","7.058823"
"3","DARK SOULS III","1245","9270","6","24","265","12.771084"
"4","The Witcher 3: Wild Hunt","690","3720","5","11","114","9.913043"
"5","Watch Dogs 2","480","2955","5","11","83","10.375"
"6","Stardew Valley","345","1785","5","12","49","8.521739"
"7","Hearthstone","135","1005","7","11","36","16"
"8","BioShock","90","465","5","6","10","6.666666"
"9","Bloodstained: Ritual of the Night","75","330","4","5","12","9.6"
"10","Overcooked!","45","330","7","10","24","32"
