"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","3150","28590","8","23","1088","20.723809"
"2","Dauntless","1170","12525","9","50","413","21.179487"
"3","Destiny 2","240","2040","7","16","58","14.5"
"4","Dungeon Fighter Online","225","3060","13","19","95","25.333333"
"5","Cuphead","180","1830","9","14","55","18.333333"
"6","Pokémon Omega Ruby/Alpha Sapphire","150","1095","7","10","47","18.8"
"7","Terraria","105","1095","10","12","20","11.428571"
"8","Just Chatting","90","1485","16","18","31","20.666666"
"9","NieR: Automata","75","420","5","8","8","6.4"
"10","Street Fighter V","60","405","6","8","6","6"
"11","My Friend Pedro","45","210","4","5","9","12"
"12","Cooking Simulator","45","360","8","12","13","17.333333"
"13","Overcooked!","30","45","1","2","9","18"
"14","Music","30","75","2","3","3","6"
"15","Depth","15","90","6","6","0","0"
"16","Resident Evil 2","15","120","8","8","10","40"
