"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","405","11925","37","243","987","146.222222"
"2","The Jackbox Party Pack 5","150","5190","32","47","183","73.2"
"3","Minecraft","120","3435","30","51","171","85.5"
"4","Skate 3","105","12840","98","572","192","109.714285"
"5","Call of Duty: Black Ops II","60","1140","19","22","63","63"
"6","Call of Duty: Black Ops III","60","405","6","11","18","18"
"7","Slender: The Arrival","60","5595","93","255","288","288"
"8","Over the Hedge","60","1170","19","22","31","31"
"9","SpongeBob SquarePants: Creature From the Krusty Krab","60","2400","34","50","198","198"
"10","The Jackbox Party Pack 4","45","2025","45","48","101","134.666666"
"11","Welcome to the Game","45","1380","30","34","50","66.666666"
"12","Emily Wants to Play Too","45","1095","24","26","49","65.333333"
"13","Pummel Party","45","1050","23","26","96","128"
"14","Jackbox Party Packs","30","825","27","28","18","36"
"15","Emily Wants to Play","30","345","11","12","29","58"
"16","Blood & Bacon","30","345","11","12","0","0"
"17","Garry's Mod","30","1065","35","40","42","84"
"18","Futurama","30","585","19","20","33","66"
"19","Plants vs. Zombies","15","90","6","6","8","32"
"20","Plants vs. Zombies Adventures","15","75","5","5","8","32"
"21","Dead by Daylight","15","75","5","5","8","32"
