"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Euro Truck Simulator 2","5265","59985","8","28","1727","19.680911"
"2","Grand Theft Auto: San Andreas","3285","18585","4","13","637","11.634703"
"3","Grand Theft Auto V","1770","6585","2","8","253","8.576271"
"4","American Truck Simulator","1425","11490","7","17","446","18.778947"
"5","Sword Art Online: Hollow Realization","540","2310","3","8","87","9.666666"
"6","Counter-Strike: Global Offensive","330","1590","4","8","55","10"
"7","Left 4 Dead 2","270","2100","7","11","52","11.555555"
"8","Grand Fantasia","210","705","3","6","41","11.714285"
"9","Minecraft","210","630","2","6","93","26.571428"
"10","Garry's Mod","90","540","6","7","22","14.666666"
"11","Just Chatting","90","585","6","8","19","12.666666"
"12","Dead by Daylight","75","390","5","7","12","9.6"
"13","Travel & Outdoors","60","480","8","10","27","27"
"14","Music","45","135","3","5","7","9.333333"
