"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Jet Grind Radio","975","2775","2","7","65","4"
"2","Just Chatting","405","1380","3","8","66","9.777777"
"3","Super Mario Maker 2","360","945","2","6","16","2.666666"
"4","Old School RuneScape","330","825","2","5","23","4.181818"
"5","Super Mario World 2: Yoshi's Island","195","585","2","6","17","5.230769"
"6","Super Mario 64","135","360","2","5","11","4.888888"
"7","Music","45","180","4","5","10","13.333333"
"8","Celeste","30","120","4","5","0","0"
