"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","300","107925","365","482","2341","468.2"
"2","Grim Fandango","240","6435","27","40","1078","269.5"
"3","Total War: Three Kingdoms","210","424035","2019","2304","178418","50976.571428"
"4","Mittelborg: City of Mages","210","24570","117","156","1208","345.142857"
"5","Fallout 76","195","56790","291","378","1625","500"
"6","Magic: The Gathering","180","15570","86","108","735","245"
"7","Board Games","180","24465","135","162","946","315.333333"
"8","Blazing Chrome","165","50505","306","394","1565","569.090909"
"9","The Elder Scrolls IV: Oblivion","150","59355","395","442","1444","577.6"
"10","Music","150","38025","253","687","6780","2712"
"11","Wolfenstein: Youngblood","120","33825","281","332","882","441"
