"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Rainbow Six Siege","1995","4725","1","8","207","6.225563"
"2","XCOM 2: War of the Chosen","1290","7395","4","14","137","6.372093"
"3","Just Chatting","555","1455","2","7","120","12.972972"
"4","Star Wars: The Old Republic","480","900","1","4","77","9.625"
"5","Arma 3","330","1170","3","7","22","4"
"6","Sea of Thieves","270","1155","3","7","17","3.777777"
"7","Halo Wars 2","225","360","1","3","27","7.2"
"8","Minecraft","195","405","1","8","17","5.230769"
"9","Halo Wars","90","240","2","3","11","7.333333"
"10","Interstellar Marines","75","225","3","4","5","4"
"11","Halo 5: Guardians","75","270","3","5","10","8"
"12","Star Wars Battlefront II","75","30","0","1","4","3.2"
"13","SoulCalibur VI","60","60","1","1","3","3"
"14","Tom Clancy's The Division 2","45","45","0","2","4","5.333333"
"15","Wizard of Legend","45","105","2","4","0","0"
"16","Halo: The Master Chief Collection","45","45","1","1","1","1.333333"
"17","Cards Against Humanity","45","150","3","5","5","6.666666"
"18","My Time at Portia","30","90","3","3","2","4"
"19","Warhammer 40,000: Dawn of War - Soulstorm","15","30","2","2","9","36"
"20","Dynasty Warriors 9","15","15","1","1","0","0"
"21","Tom Clancy's Ghost Recon: Wildlands","15","15","1","1","1","4"
