"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","SCUM","3795","75285","18","145","2892","45.72332"
"2","Teamfight Tactics","90","2475","28","36","95","63.333333"
