"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minion Masters","2445","19170","6","35","524","12.858895"
"2","Subnautica","1890","13260","6","27","181","5.746031"
"3","Blade & Soul","1500","6165","3","10","260","10.4"
"4","Path of Exile","585","3285","4","10","44","4.51282"
"5","Assassin's Creed Syndicate","285","570","2","3","13","2.736842"
"6","World of Tanks","270","540","2","11","109","24.222222"
"7","The Forest","270","1380","5","8","18","4"
"8","911 Operator","270","420","1","3","5","1.111111"
"9","Astroneer","150","450","3","4","13","5.2"
"10","Battlerite","75","75","1","1","7","5.6"
"11","Assassin's Creed Unity","15","15","1","1","6","24"
"12","Unlisted on Twitch","15","120","8","8","6","24"
