"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","1440","31485","21","54","3165","131.875"
"2","Wolfenstein II: The New Colossus","510","18795","36","77","1356","159.529411"
"3","Tom Clancy's Rainbow Six Siege","450","9855","19","38","1131","150.8"
"4","Wolfenstein: The Old Blood","300","6255","20","28","506","101.2"
"5","Beyond: Two Souls","195","5790","29","38","340","104.615384"
"6","Grand Theft Auto V","180","9810","54","76","507","169"
"7","Escape from Tarkov","165","6195","37","48","551","200.363636"
"8","Warframe","135","4845","35","49","577","256.444444"
"9","The Cycle","120","3315","27","37","536","268"
"10","Just Chatting","120","3375","32","52","491","245.5"
"11","PUBG: BATTLEGROUNDS","120","2310","18","25","508","254"
"12","Monster Hunter: World","90","4665","51","57","513","342"
"13","Etherborn","90","1095","12","16","283","188.666666"
"14","Sleeping Dogs","75","3825","51","60","497","397.6"
"15","Beat Saber","60","1695","28","33","202","202"
"16","Bloody Spell","45","2010","44","49","296","394.666666"
"17","Snakeybus","30","825","27","33","98","196"
"18","Bomb Chicken","30","1020","34","38","194","388"
"19","Griftlands","15","375","25","25","86","344"
