"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","3060","15435","4","12","576","11.294117"
"2","Teamfight Tactics","60","180","3","4","8","8"
